event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d
14520,2018-09-14,27.104,93.645,Arunachal Pradesh,9.23,51.23,122.39,200.94,432.66
14530,2018-08-25,29.387,79.461,Uttarakhand,33.62,104.46,122.1,199.92,413.99
14544,2018-09-14,27.716,88.557,Sikkim,9.44,30.49,89.46,169.76,367.51
14549,2018-09-23,32.557,76.123,Himachal Pradesh,73.52,113.54,113.73,204.42,291.53
14569,2018-09-27,31.117,77.575,Himachal Pradesh,0.0,12.8,125.51,141.92,247.42
14572,2018-09-13,31.019,78.045,Uttarakhand,14.39,32.38,64.51,120.75,271.14
14574,2018-09-14,27.495,88.536,Sikkim,9.44,30.49,89.46,169.76,367.51
14577,2018-08-18,29.384,79.463,Uttarakhand,4.45,10.51,71.49,180.26,377.87
14579,2018-09-14,32.227,76.324,Himachal Pradesh,9.07,62.73,88.71,159.32,305.59
14598,2018-09-26,32.345,76.521,Himachal Pradesh,0.0,32.82,146.36,216.93,312.06
14605,2018-09-25,31.41,76.433,Himachal Pradesh,7.51,154.89,197.37,241.5,345.23
14630,2018-09-17,27.543,88.63,Sikkim,0.0,7.7,52.01,147.28,346.51
14641,2018-09-15,27.331,88.614,Sikkim,7.19,23.91,92.8,173.28,368.51
20598,2021-06-12,23.743,92.739,Mizoram,22.98,58.04,105.74,217.96,296.27
