sample_id,latitude,longitude,rain_1h,rain_6h,rain_24h,rain_3d,rain_7d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,landslide,split
APDA-ROADMAP-POS-0685,25.60327,90.58153,11.23,26.24,87.14,195.4,407.86,0.421,0.138,1220.7,50.07,205.4,1,val
APDA-ROADMAP-POS-0036,27.09934,93.61258,8.04,46.2,157.47,201.62,325.9,0.47,0.261,1407.6,40.14,144.9,1,val
APDA-ROADMAP-POS-0903,25.75529,91.90843,2.68,40.75,164.72,320.54,461.09,0.422,0.22,1284.8,44.13,136.2,1,val
APDA-ROADMAP-NEG-0779,26.09693,94.50765,2.12,8.34,8.86,27.75,37.19,0.197,-0.041,506.1,0.39,310.6,0,val
APDA-ROADMAP-POS-0828,24.83804,92.79861,5.04,40.77,99.33,204.33,422.78,0.499,0.148,878.8,34.97,179.0,1,val
APDA-ROADMAP-NEG-0854,27.5306,92.85495,3.4,3.96,5.08,10.0,25.65,0.117,-0.03,735.8,14.41,298.0,0,val
APDA-ROADMAP-POS-0408,24.83009,92.79958,6.62,62.86,198.47,353.12,543.05,0.365,0.211,405.1,34.84,141.0,1,val
APDA-ROADMAP-POS-0921,25.53574,91.87041,20.26,55.02,110.26,251.74,319.66,0.401,0.137,1050.9,28.74,195.8,1,val
APDA-ROADMAP-POS-0538,23.72787,92.71376,10.28,27.78,173.81,238.24,283.84,0.42,0.158,662.9,25.72,184.1,1,val
APDA-ROADMAP-POS-0759,25.67303,94.10829,11.08,53.0,169.42,294.96,491.61,0.391,0.26,1209.0,31.72,220.7,1,val
APDA-ROADMAP-NEG-0905,25.9103,90.96976,0.49,0.71,6.96,25.08,49.72,0.08,-0.035,289.4,2.43,287.6,0,val
APDA-ROADMAP-NEG-0063,26.08566,91.42978,0.6,3.23,4.72,27.75,61.1,0.246,-0.095,255.2,5.44,203.9,0,val
APDA-ROADMAP-NEG-0200,26.85571,88.65287,1.82,6.87,17.68,32.18,38.29,0.097,-0.059,678.3,2.25,91.7,0,val
APDA-ROADMAP-POS-0246,25.19086,93.02606,13.87,58.03,92.89,202.28,379.74,0.32,0.104,1150.8,33.1,205.9,1,val
APDA-ROADMAP-NEG-0417,24.45055,93.31261,0.54,0.89,15.49,33.79,47.56,0.141,-0.068,473.0,1.76,285.7,0,val
APDA-ROADMAP-NEG-0128,25.11669,92.32347,0.31,1.59,5.65,27.33,54.63,0.236,-0.014,402.3,6.39,214.1,0,val
APDA-ROADMAP-POS-0785,25.59889,90.58229,8.39,62.24,132.6,236.95,410.49,0.32,0.109,995.0,20.0,212.0,1,val
APDA-ROADMAP-NEG-0743,25.37209,91.74402,0.29,6.67,13.64,25.61,59.56,0.129,-0.098,803.9,3.88,33.2,0,val
APDA-ROADMAP-POS-0490,26.01626,93.42521,18.21,76.34,132.48,174.98,306.8,0.378,0.173,1108.4,25.76,201.1,1,val
APDA-ROADMAP-POS-0155,27.58251,91.85967,16.35,32.63,129.67,209.22,374.53,0.33,0.224,1752.9,43.04,158.4,1,val
APDA-ROADMAP-POS-0962,25.30031,91.70805,6.7,46.09,95.33,189.71,257.96,0.452,0.177,1147.4,30.54,174.8,1,val
APDA-ROADMAP-POS-0854,27.3532,92.41988,2.42,53.47,158.47,212.59,312.83,0.458,0.151,1491.3,28.63,186.2,1,val
APDA-ROADMAP-NEG-0312,27.1202,88.82491,0.14,2.99,13.12,32.94,45.05,0.251,0.016,113.6,0.49,86.5,0,val
APDA-ROADMAP-POS-0626,25.19009,93.02341,5.76,45.76,189.41,334.34,535.78,0.448,0.227,986.4,26.54,191.3,1,val
APDA-ROADMAP-POS-0686,25.1822,93.01952,7.98,61.43,173.32,213.95,297.15,0.428,0.173,1005.6,29.07,228.6,1,val
APDA-ROADMAP-NEG-0562,25.66785,91.33665,1.74,9.3,21.87,31.71,51.69,0.08,0.037,520.6,4.69,209.4,0,val
APDA-ROADMAP-POS-0570,26.01232,93.41921,18.81,59.37,166.97,268.65,320.02,0.365,0.144,1070.5,52.52,154.3,1,val
APDA-ROADMAP-NEG-0909,25.77721,91.9974,0.42,7.16,11.54,34.37,60.51,0.147,-0.035,221.4,2.56,84.6,0,val
APDA-ROADMAP-POS-0018,23.72988,92.71173,10.27,38.63,182.49,350.78,491.77,0.349,0.221,599.2,46.73,176.8,1,val
APDA-ROADMAP-POS-0128,24.83465,92.79387,15.16,52.49,192.8,237.36,291.43,0.43,0.116,432.3,36.4,158.1,1,val
APDA-ROADMAP-NEG-0347,25.22452,92.83247,0.62,4.38,11.37,29.29,63.99,0.266,-0.016,319.6,1.65,4.2,0,val
APDA-ROADMAP-NEG-0280,26.78541,88.44361,0.12,5.55,14.78,18.98,42.56,0.256,-0.058,274.9,0.34,183.4,0,val
APDA-ROADMAP-NEG-0969,25.98222,91.91809,1.52,6.21,8.62,19.63,41.92,0.112,-0.019,594.2,4.45,105.5,0,val
APDA-ROADMAP-POS-0928,24.83306,92.79752,29.05,56.15,103.56,165.02,393.1,0.472,0.138,589.7,32.06,265.3,1,val
APDA-ROADMAP-POS-0981,25.5337,91.86464,8.48,33.12,84.09,256.3,495.78,0.424,0.134,1036.3,39.46,225.0,1,val
APDA-ROADMAP-NEG-0965,25.80832,90.43215,0.58,4.96,10.0,26.43,31.42,0.231,-0.016,214.5,0.09,203.1,0,val
APDA-ROADMAP-POS-0191,27.69328,88.58393,6.27,46.12,125.26,242.64,373.43,0.32,0.144,1524.9,25.43,111.7,1,val
APDA-ROADMAP-NEG-0140,27.24407,88.58413,0.01,4.99,9.4,30.99,40.91,0.138,-0.074,727.4,1.25,69.4,0,val
APDA-ROADMAP-POS-0993,27.18584,88.36227,15.48,40.91,77.7,156.56,225.3,0.502,0.187,1770.0,45.23,260.8,1,val
APDA-ROADMAP-NEG-0956,27.41236,93.88665,0.74,2.2,13.88,20.06,41.85,0.08,-0.034,673.6,4.33,72.0,0,val
APDA-ROADMAP-NEG-0657,24.32267,94.04807,0.12,6.79,12.54,34.05,50.1,0.13,-0.065,823.3,10.37,31.7,0,val
APDA-ROADMAP-POS-0607,25.07233,93.15345,6.44,40.86,121.0,215.13,457.59,0.51,0.233,1015.5,32.42,163.0,1,val
APDA-ROADMAP-POS-0181,25.53544,91.86896,5.27,36.15,152.6,273.67,416.89,0.444,0.088,1253.1,31.94,203.9,1,val
APDA-ROADMAP-POS-0302,25.29971,91.7116,29.72,83.44,143.5,318.51,422.82,0.465,0.225,1024.8,36.39,214.6,1,val
APDA-ROADMAP-POS-0497,24.78327,93.68441,23.44,79.7,167.08,317.36,398.33,0.32,0.121,744.3,42.67,203.7,1,val
APDA-ROADMAP-NEG-0721,25.95416,92.23766,0.21,0.34,14.03,20.02,23.11,0.179,-0.051,644.5,0.77,116.5,0,val
APDA-ROADMAP-NEG-0710,25.69835,93.13148,0.55,3.06,12.82,19.46,32.38,0.202,-0.016,486.1,0.14,176.9,0,val
APDA-ROADMAP-NEG-0888,25.09966,92.95131,1.27,7.38,21.91,42.88,55.34,0.16,0.015,98.7,5.81,188.5,0,val
APDA-ROADMAP-NEG-0992,27.5901,88.90469,0.97,8.24,12.89,16.1,39.75,0.28,-0.047,579.5,6.21,147.7,0,val
APDA-ROADMAP-POS-0518,23.72977,92.7169,6.17,33.89,129.01,242.73,334.68,0.32,0.216,581.3,29.52,196.3,1,val
APDA-ROADMAP-NEG-0985,25.31629,90.90434,1.22,1.42,10.32,22.3,49.84,0.126,-0.044,847.2,2.51,296.1,0,val
APDA-ROADMAP-NEG-0070,26.38173,93.7824,1.4,5.28,11.11,34.77,57.1,0.145,-0.091,812.1,5.47,246.0,0,val
APDA-ROADMAP-POS-0477,24.78883,93.68165,13.95,41.38,137.32,206.72,318.9,0.46,0.142,497.5,31.15,189.0,1,val
APDA-ROADMAP-POS-0158,23.73268,92.71623,5.45,22.08,126.66,230.74,275.0,0.379,0.153,636.0,31.32,181.5,1,val
APDA-ROADMAP-NEG-0244,25.21184,91.81268,0.34,0.34,13.92,29.46,34.31,0.113,-0.065,602.7,1.4,3.1,0,val
APDA-ROADMAP-NEG-0196,26.74459,93.99484,2.27,6.97,10.3,29.67,40.94,0.28,0.002,686.4,3.01,343.2,0,val
APDA-ROADMAP-POS-0017,24.78579,93.68344,12.48,62.54,108.68,223.73,371.72,0.473,0.195,288.3,41.53,352.6,1,val
APDA-ROADMAP-NEG-0536,26.66805,93.80303,3.2,10.26,13.6,37.45,52.95,0.095,0.013,789.6,4.77,207.5,0,val
APDA-ROADMAP-NEG-0073,27.63483,87.90483,0.74,1.51,13.51,29.35,42.67,0.28,-0.027,705.5,7.45,342.8,0,val
APDA-ROADMAP-NEG-0972,27.65921,88.14692,0.43,7.64,16.23,29.95,30.25,0.185,-0.022,677.7,1.29,266.6,0,val
APDA-ROADMAP-POS-0547,25.08248,93.15351,12.13,59.05,189.91,244.65,311.08,0.33,0.212,1025.8,41.8,149.4,1,val
APDA-ROADMAP-NEG-0540,27.47879,87.84471,1.07,7.7,17.31,29.36,51.01,0.22,-0.046,845.3,4.31,84.2,0,val
APDA-ROADMAP-POS-0659,25.67305,94.11173,10.14,70.1,209.82,331.69,417.44,0.37,0.198,896.1,45.34,145.3,1,val
APDA-ROADMAP-NEG-0626,24.78829,93.48366,1.04,4.35,13.6,25.71,37.37,0.271,-0.088,533.1,0.82,256.8,0,val
APDA-ROADMAP-NEG-0020,27.44437,88.00469,1.2,3.35,15.51,27.7,54.38,0.257,-0.047,84.9,4.99,216.3,0,val
APDA-ROADMAP-NEG-0663,25.99541,92.20458,0.44,2.31,12.23,34.48,45.28,0.085,-0.037,597.8,4.72,252.2,0,val
APDA-ROADMAP-NEG-0505,25.15336,90.16154,1.07,3.55,7.94,30.13,62.92,0.136,-0.117,441.6,3.32,246.9,0,val
APDA-ROADMAP-POS-0960,27.03369,88.26629,20.44,44.98,145.73,234.35,402.41,0.408,0.2,1735.7,36.39,86.6,1,val
APDA-ROADMAP-NEG-0882,24.85214,91.52798,0.54,6.68,8.4,29.0,58.77,0.19,-0.097,685.1,1.21,167.2,0,val
APDA-ROADMAP-POS-0284,25.43605,92.19163,22.38,52.31,168.28,295.88,511.69,0.357,0.182,1100.8,30.14,204.9,1,val
APDA-ROADMAP-POS-0798,23.72866,92.71497,4.09,32.71,124.73,294.93,544.54,0.448,0.174,506.7,30.91,201.4,1,val
APDA-ROADMAP-NEG-0627,24.70878,93.55913,1.56,7.08,9.77,32.33,46.93,0.28,-0.095,305.3,5.31,37.4,0,val
APDA-ROADMAP-POS-0226,25.1885,93.02608,23.87,73.55,163.59,311.09,407.35,0.425,0.148,1138.5,39.97,212.8,1,val
APDA-ROADMAP-POS-0027,25.07448,93.15823,3.29,32.56,66.88,165.46,305.03,0.432,0.166,973.2,37.66,203.5,1,val
APDA-ROADMAP-NEG-0771,27.87208,88.11233,0.25,0.96,6.0,22.77,40.27,0.08,-0.018,390.7,7.06,331.5,0,val
APDA-ROADMAP-POS-0438,23.73,92.71594,4.6,58.18,155.52,327.7,387.43,0.32,0.111,481.7,25.43,72.7,1,val
APDA-ROADMAP-NEG-0949,25.7768,92.19521,0.15,3.52,7.69,10.75,31.94,0.154,-0.023,532.2,4.13,349.3,0,val
APDA-ROADMAP-NEG-0389,25.88478,92.08247,1.02,4.74,9.4,27.81,37.2,0.133,-0.023,798.8,3.85,82.4,0,val
APDA-ROADMAP-POS-0230,26.01047,93.42432,6.16,62.51,189.33,243.91,312.03,0.337,0.208,1229.1,36.01,229.9,1,val
APDA-ROADMAP-POS-0038,23.72581,92.71749,14.98,50.38,156.52,244.58,372.86,0.41,0.176,491.4,47.51,153.4,1,val
APDA-ROADMAP-POS-0750,26.012,93.4246,4.79,34.68,129.15,178.17,255.38,0.32,0.188,1096.2,30.35,160.8,1,val
APDA-ROADMAP-NEG-0046,24.8686,93.19996,0.33,4.56,13.6,33.85,48.3,0.236,-0.008,344.5,5.62,48.8,0,val
APDA-ROADMAP-NEG-0399,25.44064,94.29354,0.0,5.8,9.72,18.24,26.65,0.221,0.028,136.1,4.17,54.0,0,val
APDA-ROADMAP-POS-0470,26.00953,93.4201,7.59,65.37,158.32,201.48,296.08,0.407,0.156,1231.0,32.16,226.0,1,val
APDA-ROADMAP-NEG-0693,27.52433,87.91254,0.96,6.1,6.22,17.44,26.82,0.121,-0.096,487.5,15.0,344.7,0,val
APDA-ROADMAP-NEG-0968,25.11701,93.17971,0.32,7.73,17.97,35.63,36.75,0.141,-0.055,95.7,0.12,114.7,0,val
APDA-ROADMAP-POS-0688,24.8367,92.79972,16.99,51.4,172.36,331.06,412.98,0.444,0.181,692.4,31.44,206.4,1,val
APDA-ROADMAP-NEG-0844,25.02232,92.55861,0.08,7.89,19.24,25.1,43.08,0.136,0.011,595.0,12.55,232.9,0,val
APDA-ROADMAP-POS-0640,27.03671,88.26342,13.98,60.58,197.26,301.14,481.74,0.377,0.097,1392.1,31.55,181.7,1,val
APDA-ROADMAP-NEG-0713,27.00408,88.60778,1.44,3.59,10.13,10.59,35.38,0.119,0.001,558.3,3.31,173.1,0,val
APDA-ROADMAP-NEG-0219,25.23068,94.33635,0.33,4.27,15.74,40.53,55.44,0.27,-0.096,432.5,2.31,339.1,0,val
APDA-ROADMAP-NEG-0159,25.48054,94.51035,0.99,7.55,13.01,36.21,49.15,0.214,-0.01,543.1,6.43,99.0,0,val
APDA-ROADMAP-NEG-0416,27.5024,93.77587,1.96,4.42,18.02,27.59,41.46,0.11,-0.067,774.3,7.23,97.6,0,val
APDA-ROADMAP-NEG-0528,24.5019,92.58379,0.87,4.1,14.98,27.06,51.32,0.163,-0.156,288.6,0.11,128.7,0,val
APDA-ROADMAP-NEG-0656,26.64715,93.92278,1.95,5.26,9.78,19.98,32.48,0.25,-0.026,99.1,5.72,3.6,0,val
APDA-ROADMAP-NEG-0301,25.71556,91.68963,1.1,3.74,5.85,29.52,60.16,0.08,-0.125,124.0,0.93,128.8,0,val
APDA-ROADMAP-NEG-0823,26.13171,92.39031,0.96,1.93,8.08,28.49,34.21,0.187,0.016,126.3,0.5,84.2,0,val
APDA-ROADMAP-POS-0801,25.53468,91.86372,21.27,49.25,177.34,223.65,339.14,0.32,0.166,1304.6,32.46,213.6,1,val
APDA-ROADMAP-NEG-0604,25.05166,91.9022,0.91,8.34,21.16,35.73,37.84,0.195,-0.047,199.5,3.48,251.3,0,val
APDA-ROADMAP-POS-0161,25.53353,91.87229,11.51,29.21,129.99,265.75,429.26,0.527,0.256,1305.3,37.08,210.9,1,val
APDA-ROADMAP-POS-0957,24.77784,93.6839,6.13,62.6,180.84,301.78,480.55,0.32,0.133,716.3,43.24,6.1,1,val
APDA-ROADMAP-NEG-0187,24.59174,92.71083,0.08,2.43,10.41,31.13,50.89,0.08,-0.039,324.1,2.32,303.2,0,val
APDA-ROADMAP-POS-0822,25.30626,91.71342,15.09,43.76,176.61,265.26,326.85,0.32,0.197,1151.2,38.3,277.3,1,val
APDA-ROADMAP-NEG-0682,25.79811,91.2652,0.27,7.54,11.27,20.25,33.22,0.234,0.017,763.1,8.49,335.8,0,val
APDA-ROADMAP-POS-0878,23.73296,92.71409,17.45,40.6,159.35,332.06,507.42,0.394,0.155,349.4,37.05,161.0,1,val
APDA-ROADMAP-POS-0914,27.35138,92.41878,4.86,24.9,99.15,211.5,444.69,0.343,0.163,1779.6,24.42,204.8,1,val
APDA-ROADMAP-POS-0153,27.1862,88.34942,4.82,42.95,104.12,163.05,227.61,0.32,0.189,1645.3,34.76,17.6,1,val
APDA-ROADMAP-NEG-0871,27.35282,88.26476,2.15,5.87,9.35,12.57,33.34,0.173,-0.02,591.3,2.07,45.8,0,val
APDA-ROADMAP-NEG-0777,25.21473,94.10279,0.63,5.32,17.62,41.53,60.94,0.143,-0.109,165.8,6.81,175.1,0,val
APDA-ROADMAP-POS-0510,26.01027,93.41971,8.99,28.55,170.64,301.96,361.87,0.495,0.189,938.9,32.11,226.6,1,val
APDA-ROADMAP-NEG-0136,26.67278,93.92221,0.48,2.17,14.86,23.92,52.44,0.28,-0.025,500.6,1.13,148.4,0,val
APDA-ROADMAP-NEG-0251,27.24908,88.40263,0.58,1.14,15.65,39.13,61.94,0.198,0.032,170.0,4.62,284.5,0,val
APDA-ROADMAP-NEG-0684,25.87941,92.35375,0.03,7.77,17.26,17.53,34.7,0.184,0.002,96.9,1.68,53.9,0,val
APDA-ROADMAP-POS-0104,25.43837,92.19432,11.25,44.63,164.53,251.22,360.67,0.503,0.08,1212.1,35.87,172.1,1,val
APDA-ROADMAP-NEG-0446,25.01061,93.18967,1.67,8.2,10.42,24.52,58.96,0.129,-0.04,428.2,2.1,2.6,0,val
APDA-ROADMAP-NEG-0444,25.73719,92.5775,2.46,3.64,7.47,23.47,36.42,0.257,-0.024,330.1,1.29,181.8,0,val
APDA-ROADMAP-POS-0587,25.07687,93.15494,17.92,77.05,173.09,303.47,485.76,0.32,0.215,977.6,37.26,180.8,1,val
APDA-ROADMAP-NEG-0769,26.58802,91.59483,1.86,6.92,13.86,15.38,25.03,0.173,-0.107,352.1,9.22,297.5,0,val
APDA-ROADMAP-NEG-0144,25.75877,91.76927,0.28,0.97,6.61,9.94,26.6,0.126,-0.018,356.1,0.25,109.2,0,val
APDA-ROADMAP-POS-0054,27.3555,92.42294,17.38,46.85,149.83,254.93,379.02,0.366,0.122,1646.4,39.33,160.8,1,val
APDA-ROADMAP-POS-0152,27.33486,88.60827,18.19,56.82,165.16,333.83,394.94,0.32,0.171,1408.1,28.79,287.1,1,val
APDA-ROADMAP-POS-0404,25.44043,92.19601,16.01,66.27,205.93,375.49,478.12,0.32,0.171,1033.8,37.14,229.7,1,val
APDA-ROADMAP-NEG-0943,25.95803,92.16003,1.3,4.47,19.21,26.76,59.95,0.235,-0.002,274.0,1.29,149.0,0,val
APDA-ROADMAP-POS-0208,24.82936,92.80228,4.15,61.14,118.28,231.75,466.6,0.431,0.141,944.0,44.28,272.9,1,val
APDA-ROADMAP-NEG-0895,27.91051,91.50984,0.04,3.19,16.89,22.32,27.35,0.28,-0.092,612.6,3.93,255.8,0,val
APDA-ROADMAP-NEG-0123,26.11945,92.14113,1.98,6.19,18.32,22.43,25.98,0.211,-0.031,553.6,6.79,358.3,0,val
APDA-ROADMAP-NEG-0891,28.04519,88.82522,2.08,3.25,4.19,27.97,30.32,0.08,-0.003,767.0,0.05,317.9,0,val
APDA-ROADMAP-POS-0009,26.16956,91.75675,5.23,50.48,114.23,246.55,439.22,0.452,0.132,1008.2,34.58,222.6,1,val
APDA-ROADMAP-NEG-0015,27.77497,92.23792,1.41,4.2,17.3,22.77,42.48,0.145,-0.052,364.1,4.71,245.6,0,val
APDA-ROADMAP-NEG-0907,25.52475,92.81312,1.32,2.5,6.13,23.45,44.94,0.18,0.024,231.2,1.3,126.6,0,val
APDA-ROADMAP-NEG-0061,25.18113,91.70106,0.7,6.8,15.33,37.49,70.9,0.254,0.03,352.7,2.28,37.6,0,val
APDA-ROADMAP-POS-0453,27.18535,88.3561,11.98,43.48,83.5,239.35,476.68,0.389,0.262,1789.5,45.39,160.0,1,val
APDA-ROADMAP-POS-0254,27.35439,92.4159,9.04,48.76,132.35,244.06,329.28,0.46,0.127,1840.2,40.37,207.5,1,val
APDA-ROADMAP-NEG-0328,25.26353,93.25106,0.38,3.05,6.18,28.31,33.28,0.137,-0.068,612.9,2.74,245.1,0,val
APDA-ROADMAP-POS-0897,24.7853,93.6787,5.01,21.69,101.96,212.05,337.38,0.417,0.198,534.3,33.82,112.7,1,val
APDA-ROADMAP-NEG-0734,26.86216,92.74193,0.34,0.36,3.26,7.09,9.22,0.245,-0.081,820.9,1.39,212.5,0,val
APDA-ROADMAP-POS-0881,25.53675,91.86646,6.29,24.62,96.39,150.67,203.88,0.427,0.186,981.4,37.96,182.9,1,val
APDA-ROADMAP-NEG-0596,26.62497,93.33965,0.82,5.1,6.33,10.43,24.3,0.098,-0.037,144.0,1.0,257.1,0,val
APDA-ROADMAP-NEG-0889,25.99585,92.02542,1.06,6.38,7.77,14.25,25.07,0.08,0.017,805.2,4.79,112.2,0,val
APDA-ROADMAP-POS-0624,25.44064,92.19736,6.81,35.34,136.98,217.23,393.47,0.399,0.183,1289.1,41.22,152.9,1,val
APDA-ROADMAP-POS-0346,25.18297,93.01882,26.83,73.75,122.57,281.0,520.93,0.421,0.261,1293.1,31.33,212.3,1,val
APDA-ROADMAP-NEG-0703,25.33647,91.69854,0.25,6.75,16.51,20.16,26.59,0.139,-0.064,274.4,0.42,123.2,0,val
APDA-ROADMAP-POS-0263,25.76256,91.90766,10.01,47.11,79.13,157.52,398.15,0.484,0.261,1295.6,40.67,114.8,1,val
APDA-ROADMAP-NEG-0635,27.94292,91.65725,0.88,8.67,20.75,44.72,51.35,0.08,-0.134,472.7,4.67,164.2,0,val
APDA-ROADMAP-NEG-0322,25.02519,91.45565,3.88,5.13,5.82,25.59,33.19,0.156,-0.053,404.7,5.76,217.1,0,val
APDA-ROADMAP-NEG-0439,26.14265,94.385,0.27,4.14,5.01,9.01,42.28,0.17,-0.059,690.9,0.92,10.9,0,val
APDA-ROADMAP-POS-0151,27.69407,88.58831,14.35,67.34,118.34,265.42,381.13,0.373,0.168,1530.3,38.65,158.2,1,val
APDA-ROADMAP-POS-0473,27.18226,88.35997,12.66,46.16,179.92,291.13,439.7,0.32,0.184,1554.5,41.59,208.0,1,val
APDA-ROADMAP-POS-0641,25.53082,91.87117,4.8,57.67,111.56,189.17,354.34,0.334,0.193,1112.6,24.57,162.7,1,val
APDA-ROADMAP-NEG-0983,25.90751,92.29663,0.36,5.98,7.64,19.87,22.78,0.28,-0.077,365.7,3.15,188.4,0,val
APDA-ROADMAP-NEG-0883,25.26363,92.27806,4.0,11.76,15.79,26.11,57.89,0.08,-0.073,266.8,1.21,286.6,0,val
APDA-ROADMAP-POS-0551,27.69268,88.57906,13.81,28.87,61.66,198.3,324.96,0.343,0.333,1499.1,25.74,187.1,1,val
APDA-ROADMAP-NEG-0780,26.63347,88.53686,1.59,5.82,14.72,24.35,49.23,0.197,-0.042,757.3,4.56,48.3,0,val
APDA-ROADMAP-POS-0929,26.17128,91.75978,3.67,56.73,196.12,289.62,377.46,0.486,0.198,1327.7,27.09,225.9,1,val
APDA-ROADMAP-POS-0489,26.16791,91.75383,9.32,34.19,168.3,312.93,439.09,0.49,0.151,917.9,35.56,202.1,1,val
APDA-ROADMAP-NEG-0812,27.7177,88.15964,0.12,1.57,7.17,21.39,43.95,0.202,-0.06,731.9,0.22,44.8,0,val
APDA-ROADMAP-NEG-0172,27.7648,88.78738,0.73,6.74,9.7,20.57,39.56,0.163,-0.052,680.3,0.85,32.3,0,val
APDA-ROADMAP-POS-0147,25.06826,93.15811,5.81,61.1,99.51,219.98,358.11,0.465,0.146,1018.4,44.67,179.7,1,val
APDA-ROADMAP-NEG-0705,25.34138,90.26678,1.28,2.06,13.47,26.19,56.52,0.082,0.066,374.2,8.66,227.2,0,val
APDA-ROADMAP-NEG-0929,25.75544,92.09728,0.39,3.52,4.66,12.07,27.39,0.146,-0.036,792.4,4.05,344.8,0,val
APDA-ROADMAP-POS-0403,25.75375,91.90601,27.16,48.01,82.44,144.51,384.63,0.464,0.184,1103.2,40.53,171.4,1,val
APDA-ROADMAP-POS-0955,27.58897,91.86786,9.14,48.61,146.1,275.14,381.42,0.38,0.166,1618.3,42.12,205.8,1,val
APDA-ROADMAP-NEG-0878,23.55108,92.50444,0.07,4.93,11.48,30.33,61.27,0.231,-0.024,314.8,9.46,243.5,0,val
APDA-ROADMAP-POS-0660,27.03254,88.26388,11.6,40.92,175.06,285.83,437.52,0.32,0.14,1368.4,24.94,191.2,1,val
APDA-ROADMAP-NEG-0373,27.48324,88.0316,1.28,3.25,6.38,14.05,41.6,0.246,-0.054,629.2,2.13,247.9,0,val
APDA-ROADMAP-POS-0464,25.44156,92.19299,14.87,59.37,168.38,326.49,503.67,0.411,0.247,1075.0,32.07,235.2,1,val
APDA-ROADMAP-NEG-0350,26.23974,92.95996,0.17,3.19,16.26,40.98,74.85,0.28,-0.03,792.1,0.77,273.1,0,val
APDA-ROADMAP-POS-0187,25.07726,93.15759,8.75,26.85,156.98,270.26,500.77,0.435,0.178,1075.7,31.15,232.7,1,val
APDA-ROADMAP-NEG-0148,25.27859,93.30075,0.08,6.56,17.94,31.17,31.98,0.278,-0.045,559.5,2.0,283.3,0,val
APDA-ROADMAP-NEG-0225,25.33129,90.99293,2.33,7.3,14.21,36.2,40.96,0.272,-0.024,716.5,3.74,74.9,0,test
APDA-ROADMAP-POS-0609,26.17437,91.75927,6.62,60.66,111.39,263.36,397.88,0.454,0.115,993.9,32.52,183.3,1,test
APDA-ROADMAP-POS-0144,25.44086,92.19354,9.98,47.15,169.9,247.86,391.65,0.35,0.182,1053.2,48.63,163.3,1,test
APDA-ROADMAP-POS-0752,27.32442,88.61514,18.06,50.42,158.26,219.58,394.27,0.529,0.081,1492.0,43.07,234.4,1,test
APDA-ROADMAP-NEG-0535,27.31029,92.03971,1.28,7.43,7.64,26.64,55.89,0.218,0.008,275.6,4.35,330.5,0,test
APDA-ROADMAP-POS-0982,25.30183,91.71179,26.6,86.28,172.49,270.93,416.32,0.517,0.151,1110.2,37.09,333.3,1,test
APDA-ROADMAP-POS-0198,23.73234,92.71864,13.17,41.08,86.68,196.85,283.06,0.407,0.134,394.5,38.82,16.0,1,test
APDA-ROADMAP-NEG-0634,27.17583,92.67351,0.91,2.0,13.36,31.61,57.79,0.213,-0.097,595.0,12.84,24.7,0,test
APDA-ROADMAP-POS-0884,25.44267,92.19556,9.49,25.71,159.38,246.7,328.55,0.349,0.208,1061.5,29.55,219.3,1,test
APDA-ROADMAP-POS-0280,27.03467,88.262,8.01,51.96,181.32,341.97,500.25,0.519,0.108,1650.9,34.34,131.2,1,test
APDA-ROADMAP-POS-0294,27.34965,92.42159,13.44,69.53,189.91,322.0,498.7,0.502,0.282,1732.6,39.41,260.4,1,test
APDA-ROADMAP-NEG-0824,25.09439,92.00418,1.21,6.52,21.18,22.86,34.43,0.222,-0.058,461.7,4.03,210.7,0,test
APDA-ROADMAP-POS-0401,25.53283,91.8656,8.13,50.94,118.31,182.46,405.03,0.375,0.225,984.4,32.0,152.6,1,test
APDA-ROADMAP-POS-0123,25.74987,91.90278,13.01,59.75,97.8,143.23,320.51,0.531,0.174,1007.6,29.97,185.2,1,test
APDA-ROADMAP-NEG-0208,24.51534,92.63598,0.59,2.86,3.17,15.05,37.67,0.099,-0.104,231.9,13.77,67.4,0,test
APDA-ROADMAP-POS-0203,25.75372,91.90329,23.31,40.06,142.09,195.01,348.94,0.464,0.157,833.8,44.57,125.3,1,test
APDA-ROADMAP-NEG-0463,25.33642,92.0813,1.38,4.44,16.34,21.85,24.74,0.28,-0.001,280.2,10.9,279.8,0,test
APDA-ROADMAP-POS-0836,27.099,93.61314,8.38,34.2,83.45,133.38,322.77,0.437,0.199,1486.2,32.35,43.3,1,test
APDA-ROADMAP-POS-0247,25.0736,93.15358,16.11,54.74,186.79,366.25,428.76,0.486,0.122,901.3,48.14,168.0,1,test
APDA-ROADMAP-NEG-0440,27.34893,87.76575,0.03,5.76,12.54,16.91,31.98,0.263,-0.042,323.7,1.91,228.5,0,test
APDA-ROADMAP-NEG-0754,27.63135,92.77466,0.33,3.76,18.38,25.18,50.55,0.28,-0.041,537.9,4.96,169.3,0,test
APDA-ROADMAP-NEG-0902,25.49065,91.42233,0.7,2.66,11.52,18.58,37.26,0.107,-0.099,507.4,4.8,27.0,0,test
APDA-ROADMAP-NEG-0708,25.08297,92.64481,0.19,6.58,14.32,20.45,49.81,0.223,-0.077,82.6,0.12,187.7,0,test
