sample_id,coolr_event_id,event_date,state,district,latitude,longitude,landslide_category,trigger_mechanism,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,data_source_events,data_source_rainfall,data_source_moisture,data_source_terrain,split
APDA-V1-NEG-00373,NONE_ABSENCE_CONTROL,2023-09-27,Meghalaya,West Garo Hills,25.43807,90.1529,none,none,0,981.7,2.5,128.9,-0.00669,-0.00332,8.13,4.46,19.07,21.28,0.74,0.153,0.141,0.353,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00009,COOLR-IN-NER-009-INST-9,2022-06-25,Assam,Cachar,24.83313,92.80677,mudslide,flooding_rain,1,1045.6,44.2,152.0,-0.01556,0.03228,5.61,101.55,197.09,339.7,17.66,0.374,0.34,0.767,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00265,NONE_ABSENCE_CONTROL,2023-02-17,Assam,Kamrup Metro,26.18877,91.76487,none,none,0,1902.7,1.42,154.2,-0.00434,-0.00125,8.64,0.21,3.71,16.32,0.04,0.053,0.049,0.111,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00594,NONE_ABSENCE_CONTROL,2023-04-16,Assam,Nagaon,26.49332,92.66114,none,none,0,1479.4,15.25,239.2,-0.00597,-0.01272,5.52,0.24,2.14,41.74,0.04,0.068,0.062,0.137,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00311,NONE_ABSENCE_CONTROL,2022-08-19,Manipur,Imphal East,24.71003,93.79473,none,none,0,1348.0,4.0,276.2,-0.00359,0.01267,7.21,5.79,28.33,69.64,0.96,0.13,0.12,0.294,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00453,COOLR-IN-NER-019-INST-453,2020-07-14,Arunachal Pradesh,Lower Subansiri,27.52527,93.82641,debris_flow,monsoon_rain,1,2969.8,39.72,211.0,0.01445,0.03871,5.5,61.69,174.38,468.04,18.17,0.377,0.335,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00254,COOLR-IN-NER-006-INST-254,2024-06-07,Meghalaya,East Khasi Hills,25.56781,91.87903,shallow_slide,cyclone_remnants,1,1370.0,37.43,175.9,-0.06623,0.02905,6.36,48.43,146.19,255.11,13.78,0.389,0.338,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00147,NONE_ABSENCE_CONTROL,2023-06-17,Assam,Dibrugarh,27.36762,94.84557,none,none,0,3155.7,13.5,263.7,-0.00268,-0.00462,6.41,3.45,15.2,53.28,0.57,0.124,0.114,0.256,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00559,NONE_ABSENCE_CONTROL,2023-12-14,Manipur,Imphal East,24.72667,93.99616,none,none,0,326.7,2.93,176.0,0.02138,0.00139,6.93,3.8,25.23,43.97,0.63,0.144,0.132,0.334,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00131,NONE_ABSENCE_CONTROL,2022-04-22,Assam,Dibrugarh,27.53386,94.8699,none,none,0,3400.5,5.96,56.4,-0.00721,0.00914,6.06,0.2,11.73,16.45,0.03,0.092,0.085,0.213,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00678,NONE_ABSENCE_CONTROL,2021-06-22,Tripura,West Tripura,23.97345,91.33648,none,none,0,322.2,1.31,202.0,-0.00204,-0.00914,8.73,5.99,17.61,35.28,1.0,0.147,0.136,0.318,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00624,COOLR-IN-NER-004-INST-624,2021-08-13,Meghalaya,West Jaintia Hills,25.43868,92.19703,translational_slide,monsoon_rain,1,1630.4,31.54,63.4,-0.05097,0.03877,6.26,67.22,285.64,554.33,14.72,0.52,0.465,0.924,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00346,COOLR-IN-NER-005-INST-346,2020-09-24,Meghalaya,East Garo Hills,25.60349,90.58516,debris_flow,tropical_cyclone,1,1374.5,48.6,165.7,-0.06716,0.05486,4.43,140.97,358.88,655.38,21.23,0.381,0.333,0.713,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00537,NONE_ABSENCE_CONTROL,2021-09-26,Assam,Kamrup Metro,26.07599,91.719,none,none,0,1792.2,1.18,339.4,0.00479,0.00384,8.78,10.79,34.92,41.66,1.8,0.044,0.04,0.091,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00263,COOLR-IN-NER-015-INST-263,2020-08-05,Sikkim,West Sikkim,27.28293,88.24191,translational_slide,continuous_rain,1,2898.0,28.9,159.0,-0.0073,0.06659,5.82,63.35,205.8,426.23,16.85,0.392,0.343,0.708,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00151,COOLR-IN-NER-027-INST-151,2022-08-12,Nagaland,Mokokchung,26.32117,94.51669,mudslide,monsoon_rain,1,958.0,40.82,334.6,-0.02341,-0.02357,5.91,43.21,156.77,210.89,9.21,0.398,0.341,0.694,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00473,COOLR-IN-NER-008-INST-473,2022-05-04,Assam,Dima Hasao,25.07537,93.15545,debris_flow,monsoon_rain,1,724.9,25.69,233.9,-0.06269,0.03907,5.56,70.16,260.35,531.16,14.76,0.407,0.373,0.77,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00641,COOLR-IN-NER-021-INST-641,2021-08-10,Manipur,Senapati,25.26255,94.01833,translational_slide,monsoon_rain,1,1536.4,31.09,197.2,-0.01346,0.04424,5.51,71.76,246.03,310.27,13.39,0.403,0.369,0.744,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00735,NONE_ABSENCE_CONTROL,2021-05-28,Manipur,Imphal East,24.92601,93.8772,none,none,0,475.9,10.59,50.9,0.02326,0.00674,6.15,2.52,7.33,22.76,0.42,0.096,0.088,0.202,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00661,NONE_ABSENCE_CONTROL,2022-04-09,Meghalaya,West Garo Hills,25.4197,90.225,none,none,0,1397.8,10.39,334.3,-0.00875,-0.00207,5.42,0.77,19.0,29.69,0.13,0.074,0.068,0.152,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00551,COOLR-IN-NER-024-INST-551,2022-06-15,Mizoram,Lunglei,22.89026,92.74046,mudslide,monsoon_rain,1,859.0,47.9,173.9,-0.05019,0.05009,5.89,71.54,156.91,446.22,20.81,0.451,0.433,0.989,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00179,NONE_ABSENCE_CONTROL,2021-02-17,Assam,Dibrugarh,27.53495,94.7742,none,none,0,3778.6,4.15,50.5,-0.00632,-0.0102,6.89,0.44,9.0,40.39,0.07,0.183,0.168,0.401,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00489,COOLR-IN-NER-024-INST-489,2022-06-20,Mizoram,Lunglei,22.88495,92.74352,mudslide,monsoon_rain,1,428.7,42.72,142.9,-0.04423,0.03947,5.32,89.22,135.8,274.12,15.21,0.453,0.4,0.902,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00607,NONE_ABSENCE_CONTROL,2023-12-11,Manipur,Imphal East,24.72221,94.06491,none,none,0,1164.4,5.26,222.9,0.00386,0.00169,5.54,1.35,11.57,15.58,0.23,0.394,0.363,0.827,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00422,NONE_ABSENCE_CONTROL,2021-04-12,Tripura,West Tripura,23.9001,91.19393,none,none,0,1252.1,2.0,207.9,0.0025,-0.00342,7.05,3.8,6.09,25.12,0.63,0.299,0.275,0.653,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00147,COOLR-IN-NER-023-INST-147,2024-05-20,Mizoram,Aizawl,23.72863,92.7187,stone_quarry_collapse,cyclone_remal_deluge,1,1213.7,44.05,163.5,-0.07662,0.03225,5.41,35.0,105.26,274.56,9.33,0.41,0.373,0.737,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00403,COOLR-IN-NER-031-INST-403,2023-09-23,West Bengal,Kalimpong,27.06274,88.47055,debris_flow,teesta_river_erosion,1,2660.2,31.26,171.8,-0.0069,0.05487,5.23,59.65,138.62,391.67,11.87,0.487,0.43,0.876,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00205,NONE_ABSENCE_CONTROL,2023-10-16,Meghalaya,West Garo Hills,25.41581,90.09755,none,none,0,897.4,8.27,31.3,0.00904,-0.00195,5.36,1.63,7.27,40.32,0.27,0.172,0.158,0.391,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00656,NONE_ABSENCE_CONTROL,2021-10-30,West Bengal,Jalpaiguri,26.57213,88.78786,none,none,0,843.0,5.52,79.7,0.00707,0.01113,6.4,5.54,27.81,47.17,0.92,0.373,0.343,0.808,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00660,COOLR-IN-NER-009-INST-660,2022-06-13,Assam,Cachar,24.83419,92.79862,mudslide,flooding_rain,1,1388.4,35.58,312.7,-0.08286,0.04221,6.28,116.63,222.44,457.81,23.72,0.376,0.338,0.731,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00464,COOLR-IN-NER-030-INST-464,2021-10-05,West Bengal,Darjeeling,27.041,88.26801,rotational_slide,post_monsoon_deluge,1,2876.5,36.23,167.0,-0.00842,0.00371,6.39,110.89,305.32,471.91,24.66,0.367,0.316,0.699,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00187,COOLR-IN-NER-001-INST-187,2023-06-23,Meghalaya,East Khasi Hills,25.5368,91.87001,debris_flow,monsoon_rain,1,1563.0,29.0,297.7,0.02842,0.00421,5.53,91.69,223.17,279.89,12.04,0.497,0.457,0.948,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00398,NONE_ABSENCE_CONTROL,2021-05-07,Tripura,West Tripura,23.71266,91.25141,none,none,0,675.7,6.71,15.5,-0.00217,0.00136,6.91,5.04,7.24,26.78,0.84,0.073,0.067,0.169,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00475,NONE_ABSENCE_CONTROL,2021-01-11,Assam,Dibrugarh,27.44803,94.94023,none,none,0,3587.9,11.83,107.3,0.01007,-0.01927,6.13,1.3,5.21,30.56,0.22,0.28,0.258,0.587,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00609,COOLR-IN-NER-020-INST-609,2022-07-01,Manipur,Noney,24.78298,93.67837,massive_debris_slide,unprecedented_continuous_rain,1,973.3,50.52,110.9,-0.05112,0.04067,5.6,130.89,262.45,454.85,26.44,0.428,0.375,0.816,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00144,COOLR-IN-NER-020-INST-144,2022-07-02,Manipur,Noney,24.78844,93.67947,massive_debris_slide,unprecedented_continuous_rain,1,275.8,39.17,3.1,-0.03836,0.03292,6.1,177.56,233.83,291.23,40.55,0.468,0.43,0.85,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00002,NONE_ABSENCE_CONTROL,2023-04-09,Assam,Nagaon,26.25665,92.65935,none,none,0,1552.2,0.05,17.2,-0.01267,-0.00319,9.18,3.36,22.29,38.98,0.56,0.21,0.193,0.483,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00232,NONE_ABSENCE_CONTROL,2023-05-13,West Bengal,Jalpaiguri,26.58563,88.86837,none,none,0,1571.3,4.91,311.8,0.00588,0.00679,5.63,11.91,14.16,48.82,1.99,0.12,0.11,0.258,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00198,COOLR-IN-NER-012-INST-198,2023-10-06,Sikkim,North Sikkim,27.69601,88.58243,complex_glol_debris,glacial_lake_outburst_rain,1,1482.3,33.31,290.3,-0.08679,0.06347,5.48,106.72,303.7,494.47,32.88,0.398,0.352,0.79,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00134,NONE_ABSENCE_CONTROL,2021-09-17,Tripura,West Tripura,23.76264,91.39524,none,none,0,1006.1,1.13,123.0,-0.03321,-0.00506,8.82,9.75,10.93,46.36,1.62,0.125,0.115,0.296,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00280,COOLR-IN-NER-001-INST-280,2023-06-08,Meghalaya,East Khasi Hills,25.53206,91.86807,debris_flow,monsoon_rain,1,734.2,39.78,136.5,-0.08907,0.04102,5.6,83.22,274.88,490.4,12.34,0.439,0.394,0.772,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00294,COOLR-IN-NER-015-INST-294,2020-08-20,Sikkim,West Sikkim,27.28661,88.24479,translational_slide,continuous_rain,1,3415.8,49.83,145.2,-0.01057,-0.01978,5.49,90.07,227.67,476.7,17.81,0.475,0.421,0.864,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00615,NONE_ABSENCE_CONTROL,2021-08-23,Manipur,Imphal East,24.93104,93.99104,none,none,0,1416.7,3.86,96.7,0.00565,0.01396,6.84,4.87,16.48,36.04,0.81,0.191,0.175,0.41,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00401,COOLR-IN-NER-029-INST-401,2022-05-25,Tripura,Dhalai,23.85076,91.94877,shallow_slide,heavy_rain,1,1379.3,21.59,207.5,-0.03371,0.00728,6.67,92.48,219.02,341.28,18.46,0.456,0.408,0.922,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00123,COOLR-IN-NER-030-INST-123,2021-10-14,West Bengal,Darjeeling,27.04076,88.25947,rotational_slide,post_monsoon_deluge,1,2180.4,30.68,271.1,-0.0605,0.06702,6.46,121.89,306.92,544.48,25.19,0.393,0.337,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00458,NONE_ABSENCE_CONTROL,2021-10-13,Assam,Nagaon,26.4253,92.58426,none,none,0,889.1,8.2,15.1,0.0002,-0.01214,5.76,4.15,22.16,59.44,0.69,0.078,0.072,0.182,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00203,COOLR-IN-NER-017-INST-203,2021-05-18,Arunachal Pradesh,Tawang,27.58624,91.86502,debris_avalanche,rain_snowmelt,1,2074.6,32.31,226.1,-0.09429,0.03161,6.44,53.88,138.43,407.68,16.97,0.431,0.383,0.774,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00086,NONE_ABSENCE_CONTROL,2022-03-13,Tripura,West Tripura,23.83254,91.40963,none,none,0,997.9,7.67,236.7,0.00657,0.00423,6.22,0.27,19.78,39.08,0.05,0.125,0.115,0.254,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00247,COOLR-IN-NER-030-INST-247,2021-11-03,West Bengal,Darjeeling,27.03044,88.26126,rotational_slide,post_monsoon_deluge,1,3575.2,43.23,201.2,-0.0477,0.05254,6.16,36.64,244.11,485.78,12.29,0.49,0.446,0.906,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00673,NONE_ABSENCE_CONTROL,2021-02-10,Assam,Kamrup Metro,26.19538,91.76579,none,none,0,1404.9,1.38,35.2,-0.00355,-0.00453,7.41,0.92,3.83,19.42,0.15,0.071,0.065,0.153,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00659,NONE_ABSENCE_CONTROL,2021-01-26,Assam,Dibrugarh,27.39827,94.90737,none,none,0,3234.6,16.0,210.2,-0.01067,0.00583,5.13,0.29,4.13,12.2,0.05,0.115,0.106,0.259,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00404,NONE_ABSENCE_CONTROL,2021-05-06,Meghalaya,Ri-Bhoi,26.03245,91.98244,none,none,0,1874.8,5.59,81.8,-0.00517,-0.00954,5.88,6.03,20.93,45.19,1.0,0.273,0.251,0.585,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00385,COOLR-IN-NER-013-INST-385,2022-07-06,Sikkim,East Sikkim,27.33591,88.61854,rockfall,heavy_rain,1,2114.6,27.51,0.1,0.01169,0.01314,5.19,90.75,197.35,367.96,23.1,0.476,0.44,0.864,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00573,NONE_ABSENCE_CONTROL,2021-11-29,Meghalaya,West Garo Hills,25.46864,90.26538,none,none,0,1557.4,13.12,263.5,-0.00443,0.01514,6.32,0.67,2.42,12.73,0.11,0.136,0.125,0.293,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00105,NONE_ABSENCE_CONTROL,2021-06-03,Assam,Kamrup Metro,26.1265,91.65962,none,none,0,1489.6,1.75,286.7,0.01845,-0.01293,6.57,3.71,24.9,49.53,0.62,0.074,0.068,0.17,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00220,COOLR-IN-NER-003-INST-220,2023-07-16,Meghalaya,Ri-Bhoi,25.75978,91.90637,rockfall,continuous_rain,1,1466.6,34.07,162.7,-0.07026,0.04314,5.96,35.73,254.02,473.23,11.03,0.382,0.338,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00642,COOLR-IN-NER-022-INST-642,2020-06-30,Manipur,Tamenglong,24.98672,93.49618,mudslide,monsoon_rain,1,427.2,32.98,178.0,-0.0397,0.00957,5.68,75.26,230.01,305.86,18.55,0.486,0.447,0.941,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00002,COOLR-IN-NER-002-INST-2,2022-06-17,Meghalaya,East Khasi Hills,25.30055,91.71393,mudslide,downpour,1,1096.6,31.37,197.5,-0.08293,0.07584,5.83,136.46,257.19,541.31,29.24,0.484,0.433,0.914,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00113,COOLR-IN-NER-020-INST-113,2022-06-24,Manipur,Noney,24.7873,93.68071,massive_debris_slide,unprecedented_continuous_rain,1,1071.4,39.32,166.4,-0.07644,-0.01665,6.24,67.76,149.87,202.09,12.81,0.364,0.336,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00699,COOLR-IN-NER-017-INST-699,2021-05-14,Arunachal Pradesh,Tawang,27.5874,91.86898,debris_avalanche,rain_snowmelt,1,2757.7,32.34,130.5,-0.0485,0.03161,6.49,81.33,177.18,264.2,16.26,0.485,0.439,0.931,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00682,NONE_ABSENCE_CONTROL,2021-01-29,Assam,Nagaon,26.28831,92.55568,none,none,0,1372.9,6.12,32.6,-0.01251,0.0016,6.33,1.68,13.04,22.1,0.28,0.125,0.115,0.291,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00202,NONE_ABSENCE_CONTROL,2022-01-31,Assam,Nagaon,26.37423,92.76605,none,none,0,1865.7,2.79,10.2,0.00657,-0.00151,7.39,1.13,6.37,18.96,0.19,0.153,0.141,0.356,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00568,NONE_ABSENCE_CONTROL,2023-08-13,West Bengal,Jalpaiguri,26.46838,88.83149,none,none,0,989.2,1.71,255.2,0.00228,0.0009,8.49,0.99,12.13,26.59,0.16,0.029,0.027,0.063,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00542,NONE_ABSENCE_CONTROL,2022-04-14,Tripura,West Tripura,23.75951,91.308,none,none,0,1357.3,6.25,29.2,-0.01812,0.0052,6.15,0.45,4.02,46.64,0.07,0.112,0.103,0.229,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00604,NONE_ABSENCE_CONTROL,2023-02-23,Meghalaya,Ri-Bhoi,25.88137,91.811,none,none,0,1164.3,5.01,57.8,-0.00836,0.0052,6.46,2.51,23.0,32.95,0.42,0.145,0.133,0.337,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00442,COOLR-IN-NER-008-INST-442,2022-05-27,Assam,Dima Hasao,25.07279,93.15335,debris_flow,monsoon_rain,1,1418.4,19.09,146.8,-0.03672,0.05991,5.77,87.84,275.0,575.21,15.12,0.477,0.427,0.838,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00387,NONE_ABSENCE_CONTROL,2021-03-13,Assam,Dibrugarh,27.5072,94.89211,none,none,0,2979.9,0.23,42.0,-9e-05,-0.0019,8.76,4.07,14.98,20.31,0.68,0.071,0.065,0.16,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00507,NONE_ABSENCE_CONTROL,2023-08-10,Assam,Dibrugarh,27.35918,94.81354,none,none,0,3635.1,0.07,174.3,0.02135,0.0115,9.74,20.96,41.49,48.99,3.49,0.123,0.113,0.291,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00664,COOLR-IN-NER-013-INST-664,2022-07-20,Sikkim,East Sikkim,27.3303,88.6143,rockfall,heavy_rain,1,3534.7,25.34,168.7,-0.08064,0.02213,6.58,53.0,270.97,452.14,8.5,0.451,0.418,0.955,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00623,NONE_ABSENCE_CONTROL,2022-11-20,Manipur,Imphal East,24.84081,93.9934,none,none,0,902.3,4.23,189.8,0.00513,0.02226,6.87,0.24,22.62,55.29,0.04,0.264,0.243,0.577,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00508,NONE_ABSENCE_CONTROL,2022-12-20,Meghalaya,Ri-Bhoi,26.00526,91.99465,none,none,0,1486.2,2.78,4.0,-0.0105,-0.00877,7.95,3.6,16.19,44.43,0.6,0.239,0.22,0.517,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00582,NONE_ABSENCE_CONTROL,2023-07-20,Tripura,West Tripura,23.79037,91.16553,none,none,0,1155.1,2.5,115.2,-0.00364,0.00295,8.11,2.9,27.89,57.89,0.48,0.107,0.098,0.245,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00318,COOLR-IN-NER-008-INST-318,2022-05-28,Assam,Dima Hasao,25.07264,93.15315,debris_flow,monsoon_rain,1,1545.6,31.6,227.6,-0.04383,-0.00319,6.56,61.08,148.31,240.64,8.29,0.359,0.316,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00649,COOLR-IN-NER-029-INST-649,2022-06-05,Tripura,Dhalai,23.85128,91.9549,shallow_slide,heavy_rain,1,1202.2,38.23,140.0,-0.09348,-0.01982,5.59,61.43,276.99,406.02,13.28,0.503,0.47,0.965,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00710,COOLR-IN-NER-028-INST-710,2020-09-19,Nagaland,Phek,25.68195,94.50425,debris_flow,monsoon_rain,1,1882.8,27.31,61.0,-0.09714,0.03746,5.79,101.72,222.07,472.83,16.73,0.443,0.384,0.863,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
